url,output,timestamp
https://open.spotify.com/playlist/00EMgoc177LYfsWZToYfZy?si=5Qg_7GDuSFKNiYkCVOVn6Q,Downloaded 5 tracks to your Downloads/music folder!,2025-06-20 14:03:26.350018
